season,category,film_id,film_title,shown_title,result,tie,ceremony,ceremony_date,source_permalink,ceremony_page_check
2000,oscar_bp,Q25139,American Beauty,American Beauty,won,False,72nd Academy Awards,2000-03-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2000,oscar_bp,Q648977,The Cider House Rules,The Cider House Rules,nominated,False,72nd Academy Awards,2000-03-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2000,oscar_bp,Q208263,The Green Mile,The Green Mile,nominated,False,72nd Academy Awards,2000-03-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2000,oscar_bp,Q463832,The Insider,The Insider,nominated,False,72nd Academy Awards,2000-03-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2000,oscar_bp,Q183063,The Sixth Sense,The Sixth Sense,nominated,False,72nd Academy Awards,2000-03-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2001,oscar_bp,Q128518,Gladiator,Gladiator,won,False,73rd Academy Awards,2001-03-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2001,oscar_bp,Q220423,Chocolat,Chocolat,nominated,False,73rd Academy Awards,2001-03-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2001,oscar_bp,Q273978,"Crouching Tiger, Hidden Dragon","Crouching Tiger, Hidden Dragon",nominated,False,73rd Academy Awards,2001-03-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2001,oscar_bp,Q220955,Erin Brockovich,Erin Brockovich,nominated,False,73rd Academy Awards,2001-03-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2001,oscar_bp,Q142292,Traffic,Traffic,nominated,False,73rd Academy Awards,2001-03-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2002,oscar_bp,Q164103,A Beautiful Mind,A Beautiful Mind,won,False,74th Academy Awards,2002-03-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2002,oscar_bp,Q165392,Gosford Park,Gosford Park,nominated,False,74th Academy Awards,2002-03-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2002,oscar_bp,Q151945,In the Bedroom,In the Bedroom,nominated,False,74th Academy Awards,2002-03-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2002,oscar_bp,Q127367,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings: The Fellowship of the Ring,nominated,False,74th Academy Awards,2002-03-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2002,oscar_bp,Q193573,Moulin Rouge!,Moulin Rouge!,nominated,False,74th Academy Awards,2002-03-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2003,oscar_bp,Q189889,Chicago,Chicago,won,False,75th Academy Awards,2003-03-23,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2003,oscar_bp,Q154581,Gangs of New York,Gangs of New York,nominated,False,75th Academy Awards,2003-03-23,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2003,oscar_bp,Q157044,The Hours,The Hours,nominated,False,75th Academy Awards,2003-03-23,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2003,oscar_bp,Q164963,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,nominated,False,75th Academy Awards,2003-03-23,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2003,oscar_bp,Q150804,The Pianist,The Pianist,nominated,False,75th Academy Awards,2003-03-23,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2004,oscar_bp,Q131074,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,won,False,76th Academy Awards,2004-02-29,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2004,oscar_bp,Q107270,Lost in Translation,Lost in Translation,nominated,False,76th Academy Awards,2004-02-29,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2004,oscar_bp,Q1125384,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,nominated,False,76th Academy Awards,2004-02-29,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2004,oscar_bp,Q221586,Mystic River,Mystic River,nominated,False,76th Academy Awards,2004-02-29,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2004,oscar_bp,Q179018,Seabiscuit,Seabiscuit,nominated,False,76th Academy Awards,2004-02-29,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2005,oscar_bp,Q184255,Million Dollar Baby,Million Dollar Baby,won,False,77th Academy Awards,2005-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2005,oscar_bp,Q201924,The Aviator,The Aviator,nominated,False,77th Academy Awards,2005-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2005,oscar_bp,Q208204,Finding Neverland,Finding Neverland,nominated,False,77th Academy Awards,2005-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2005,oscar_bp,Q797242,Ray,Ray,nominated,False,77th Academy Awards,2005-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2005,oscar_bp,Q675937,Sideways,Sideways,nominated,False,77th Academy Awards,2005-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2006,oscar_bp,Q188000,Crash,Crash,won,False,78th Academy Awards,2006-03-05,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2006,oscar_bp,Q160618,Brokeback Mountain,Brokeback Mountain,nominated,False,78th Academy Awards,2006-03-05,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2006,oscar_bp,Q463615,Capote,Capote,nominated,False,78th Academy Awards,2006-03-05,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2006,oscar_bp,Q319061,"Good Night, and Good Luck","Good Night, and Good Luck",nominated,False,78th Academy Awards,2006-03-05,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2006,oscar_bp,Q152456,Munich,Munich,nominated,False,78th Academy Awards,2006-03-05,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2007,oscar_bp,Q172975,The Departed,The Departed,won,False,79th Academy Awards,2007-02-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2007,oscar_bp,Q191074,Babel,Babel,nominated,False,79th Academy Awards,2007-02-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2007,oscar_bp,Q275187,Letters from Iwo Jima,Letters from Iwo Jima,nominated,False,79th Academy Awards,2007-02-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2007,oscar_bp,Q192073,Little Miss Sunshine,Little Miss Sunshine,nominated,False,79th Academy Awards,2007-02-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2007,oscar_bp,Q223367,The Queen,The Queen,nominated,False,79th Academy Awards,2007-02-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2008,oscar_bp,Q183081,No Country for Old Men,No Country for Old Men,won,False,80th Academy Awards,2008-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2008,oscar_bp,Q1626186,Atonement,Atonement,nominated,False,80th Academy Awards,2008-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2008,oscar_bp,Q79503,Juno,Juno,nominated,False,80th Academy Awards,2008-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2008,oscar_bp,Q694140,Michael Clayton,Michael Clayton,nominated,False,80th Academy Awards,2008-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2008,oscar_bp,Q244315,There Will Be Blood,There Will Be Blood,nominated,False,80th Academy Awards,2008-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2009,oscar_bp,Q125076,Slumdog Millionaire,Slumdog Millionaire,won,False,81st Academy Awards,2009-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2009,oscar_bp,Q183239,The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,nominated,False,81st Academy Awards,2009-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2009,oscar_bp,Q691672,Frost/Nixon,Frost/Nixon,nominated,False,81st Academy Awards,2009-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2009,oscar_bp,Q201687,Milk,Milk,nominated,False,81st Academy Awards,2009-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2009,oscar_bp,Q159063,The Reader,The Reader,nominated,False,81st Academy Awards,2009-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q183066,The Hurt Locker,The Hurt Locker,won,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q24871,Avatar,Avatar,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q206497,The Blind Side,The Blind Side,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q201819,District 9,District 9,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q482436,An Education,An Education,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q153723,Inglourious Basterds,Inglourious Basterds,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q269331,Precious,"Precious: Based on the Novel ""Push"" by Sapphire",nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q300555,A Serious Man,A Serious Man,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q174811,Up,Up,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2010,oscar_bp,Q211429,Up in the Air,Up in the Air,nominated,False,82nd Academy Awards,2010-03-07,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q160060,The King's Speech,The King's Speech,won,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q180214,Black Swan,Black Swan,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q323472,The Fighter,The Fighter,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q25188,Inception,Inception,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q380841,The Kids Are All Right,The Kids Are All Right,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q174371,127 Hours,127 Hours,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q185888,The Social Network,The Social Network,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q187278,Toy Story 3,Toy Story 3,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q326114,True Grit,True Grit,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2011,oscar_bp,Q301049,Winter's Bone,Winter's Bone,nominated,False,83rd Academy Awards,2011-02-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q171861,The Artist,The Artist,won,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q273686,The Descendants,The Descendants,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q918769,Extremely Loud & Incredibly Close,Extremely Loud & Incredibly Close,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q204374,The Help,The Help,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q206576,Hugo,Hugo,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q206124,Midnight in Paris,Midnight in Paris,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q221820,Moneyball,Moneyball,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q244257,The Tree of Life,The Tree of Life,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2012,oscar_bp,Q218589,War Horse,War Horse,nominated,False,84th Academy Awards,2012-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q59653,Argo,Argo,won,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q637820,Amour,Amour,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q166462,Beasts of the Southern Wild,Beasts of the Southern Wild,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q571032,Django Unchained,Django Unchained,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q152780,Life of Pi,Life of Pi,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q32433,Lincoln,Lincoln,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q28234,Les Misérables,Les Misérables,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q116845,Silver Linings Playbook,Silver Linings Playbook,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2013,oscar_bp,Q152531,Zero Dark Thirty,Zero Dark Thirty,nominated,False,85th Academy Awards,2013-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q3023357,12 Years a Slave,12 Years a Slave,won,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q9013673,American Hustle,American Hustle,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q2937646,Captain Phillips,Captain Phillips,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q3520498,Dallas Buyers Club,Dallas Buyers Club,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q2579784,Gravity,Gravity,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q788822,Her,Her,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q3337646,Nebraska,Nebraska,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q3381163,Philomena,Philomena,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2014,oscar_bp,Q1392744,The Wolf of Wall Street,The Wolf of Wall Street,nominated,False,86th Academy Awards,2014-03-02,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q13255497,Birdman,Birdman or (The Unexpected Virtue of Ignorance),won,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q16970789,American Sniper,American Sniper,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q4103201,Boyhood,Boyhood,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q3521099,The Grand Budapest Hotel,The Grand Budapest Hotel,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q14918344,The Imitation Game,The Imitation Game,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q17183770,Selma,Selma,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q15079318,The Theory of Everything,The Theory of Everything,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2015,oscar_bp,Q15648198,Whiplash,Whiplash,nominated,False,87th Academy Awards,2015-02-22,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q18154496,Spotlight,Spotlight,won,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q19850715,The Big Short,The Big Short,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q18067135,Bridge of Spies,Bridge of Spies,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q16954098,Brooklyn,Brooklyn,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q1757288,Mad Max: Fury Road,Mad Max: Fury Road,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q18547944,The Martian,The Martian,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q18002795,The Revenant,The Revenant,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2016,oscar_bp,Q18703032,Room,Room,nominated,False,88th Academy Awards,2016-02-28,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q21527875,Moonlight,Moonlight,won,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q20382729,Arrival,Arrival,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q25136220,Fences,Fences,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q21010856,Hacksaw Ridge,Hacksaw Ridge,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q20026847,Hell or High Water,Hell or High Water,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q23755544,Hidden Figures,Hidden Figures,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q20856802,La La Land,La La Land,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q23013699,Lion,Lion,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2017,oscar_bp,Q19864603,Manchester by the Sea,Manchester by the Sea,nominated,False,89th Academy Awards,2017-02-26,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q26698156,The Shape of Water,The Shape of Water,won,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q25136757,Call Me by Your Name,Call Me by Your Name,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q27958298,Darkest Hour,Darkest Hour,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q21935651,Dunkirk,Dunkirk,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q25136235,Get Out,Get Out,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q27480769,Lady Bird,Lady Bird,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q28840386,Phantom Thread,Phantom Thread,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q30203425,The Post,The Post,nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2018,oscar_bp,Q24053277,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",nominated,False,90th Academy Awards,2018-03-04,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q48673898,Green Book,Green Book,won,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q23780734,Black Panther,Black Panther,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q43370948,BlacKkKlansman,BlacKkKlansman,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q27894574,Bohemian Rhapsody,Bohemian Rhapsody,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q22001133,The Favourite,The Favourite,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q27959455,Roma,Roma,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q3286391,A Star Is Born,A Star Is Born,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2019,oscar_bp,Q39075006,Vice,Vice,nominated,False,91st Academy Awards,2019-02-24,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q61448040,Parasite,Parasite,won,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q55081822,Ford v Ferrari,Ford v Ferrari,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q29057443,The Irishman,The Irishman,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q54862508,Jojo Rabbit,Jojo Rabbit,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q42759035,Joker,Joker,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q56881140,Little Women,Little Women,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q48671199,Marriage Story,Marriage Story,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q62721520,1917,1917,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2020,oscar_bp,Q47300912,Once Upon a Time in Hollywood,Once Upon a Time in Hollywood,nominated,False,92nd Academy Awards,2020-02-09,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q61740820,Nomadland,Nomadland,won,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q65066669,The Father,The Father,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q73536766,Judas and the Black Messiah,Judas and the Black Messiah,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q73093591,Mank,Mank,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q65679599,Minari,Minari,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q62595383,Promising Young Woman,Promising Young Woman,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q65158549,Sound of Metal,Sound of Metal,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2021,oscar_bp,Q72397975,The Trial of the Chicago 7,The Trial of the Chicago 7,nominated,False,93rd Academy Awards,2021-04-25,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q104686893,CODA,CODA,won,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q100736066,Belfast,Belfast,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q100361490,Don't Look Up,Don't Look Up,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q107107865,Drive My Car,Drive My Car,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q60834962,Dune,Dune,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q84203429,King Richard,King Richard,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q102036245,Licorice Pizza,Licorice Pizza,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q82430214,Nightmare Alley,Nightmare Alley,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q85323337,The Power of the Dog,The Power of the Dog,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2022,oscar_bp,Q63643994,West Side Story,West Side Story,nominated,False,94th Academy Awards,2022-03-27,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q83808444,Everything Everywhere All at Once,Everything Everywhere All at Once,won,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q108837349,All Quiet on the Western Front,All Quiet on the Western Front,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q3604746,Avatar: The Way of Water,Avatar: The Way of Water,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
2023,oscar_bp,Q108314506,The Banshees of Inisherin,The Banshees of Inisherin,nominated,False,95th Academy Awards,2023-03-12,https://en.wikipedia.org/w/index.php?oldid=1375974144,match
